Year,Month,Region,Dry,Temp,Above 35,Burnoff,Hectares,Region Hectares,HectarePerc,Bushfire,Severe Bushfire
1984,9,10,4,33,1,1,29380,"1,000,000",0.03,0,0
1985,9,10,1,36,1,0,91509,"1,000,000",0.09,0,1
1986,9,10,2,27,1,1,138513,"1,000,000",0.14,1,1
1987,9,10,5,28,0,0,426368,"1,000,000",0.43,1,1
1988,9,10,3,38,1,0,95504,"1,000,000",0.1,0,1
1989,9,10,4,40,0,1,466363,"1,000,000",0.47,1,0
1990,9,10,4,35,0,1,145091,"1,000,000",0.15,1,1
1991,9,10,1,25,1,0,21174,"1,000,000",0.02,1,0
1992,9,10,1,30,0,0,80886,"1,000,000",0.08,1,0
1993,9,10,2,39,0,1,186753,"1,000,000",0.19,0,0
1994,9,10,2,26,1,1,381252,"1,000,000",0.38,0,1
1995,9,10,5,23,1,0,478872,"1,000,000",0.48,1,0
1996,9,10,4,29,0,1,335145,"1,000,000",0.34,0,0
1997,9,10,2,23,1,1,294093,"1,000,000",0.29,1,0
1998,9,10,1,38,0,1,414429,"1,000,000",0.41,0,0
1999,9,10,1,32,1,0,18047,"1,000,000",0.02,0,1
2000,9,10,5,33,0,0,336959,"1,000,000",0.34,0,1
2001,9,10,3,26,0,1,277607,"1,000,000",0.28,1,1
2002,9,10,4,28,0,0,138387,"1,000,000",0.14,0,0
2003,9,10,1,23,1,0,96932,"1,000,000",0.1,1,0
2004,9,10,3,20,0,0,276512,"1,000,000",0.28,1,1
2005,9,10,2,33,1,1,498011,"1,000,000",0.5,1,0
2006,9,10,4,22,0,1,204703,"1,000,000",0.2,1,0
2007,9,10,1,40,0,1,315485,"1,000,000",0.32,0,1
2008,9,10,5,36,0,0,356024,"1,000,000",0.36,1,1
2009,9,10,2,38,1,0,425211,"1,000,000",0.43,0,0
2010,9,10,5,28,1,0,281544,"1,000,000",0.28,0,0
2011,9,10,5,26,0,0,203917,"1,000,000",0.2,1,1
2012,9,10,2,28,1,1,459561,"1,000,000",0.46,1,1
2013,9,10,4,28,1,0,250931,"1,000,000",0.25,1,1
2014,9,10,5,29,0,1,333605,"1,000,000",0.33,0,0
2015,9,10,5,27,1,0,464439,"1,000,000",0.46,0,0
1955,10,10,3,31,0,0,422007,"1,000,000",0.42,0,0
1956,10,10,3,25,1,1,221236,"1,000,000",0.22,0,0
1957,10,10,5,20,0,0,99429,"1,000,000",0.1,1,1
1958,10,10,2,40,1,1,285338,"1,000,000",0.29,1,0
1959,10,10,1,34,0,1,258235,"1,000,000",0.26,0,1
1960,10,10,4,40,0,0,30015,"1,000,000",0.03,0,0
1961,10,10,2,22,1,0,344228,"1,000,000",0.34,1,1
1962,10,10,2,28,0,1,258029,"1,000,000",0.26,0,0
1963,10,10,1,31,0,0,300748,"1,000,000",0.3,1,0
1964,10,10,3,32,0,1,435770,"1,000,000",0.44,1,0
1965,10,10,3,33,1,1,217680,"1,000,000",0.22,1,0
1966,10,10,1,38,0,1,383083,"1,000,000",0.38,1,0
1967,10,10,4,33,0,1,36734,"1,000,000",0.04,0,0
1968,10,10,1,27,1,1,447211,"1,000,000",0.45,1,0
1969,10,10,3,23,0,0,464308,"1,000,000",0.46,1,0
1970,10,10,2,20,0,0,214916,"1,000,000",0.21,1,0
1971,10,10,3,30,1,0,220783,"1,000,000",0.22,0,0
1972,10,10,4,37,0,0,254883,"1,000,000",0.25,1,1
1973,10,10,1,38,1,0,195253,"1,000,000",0.2,1,1
1974,10,10,3,31,1,0,238804,"1,000,000",0.24,1,1
1975,10,10,2,21,0,1,257354,"1,000,000",0.26,1,1
1976,10,10,2,21,1,1,403089,"1,000,000",0.4,1,1
1977,10,10,1,36,0,0,149334,"1,000,000",0.15,1,0
1978,10,10,4,31,0,0,207113,"1,000,000",0.21,0,1
1979,10,10,3,32,1,0,104074,"1,000,000",0.1,1,0
1980,10,10,1,21,1,1,144072,"1,000,000",0.14,1,0
1981,10,10,3,40,0,0,114803,"1,000,000",0.11,1,0
1982,10,10,2,34,0,1,155494,"1,000,000",0.16,0,0
1983,10,10,2,26,0,0,83298,"1,000,000",0.08,0,0
1984,10,10,2,20,0,1,265468,"1,000,000",0.27,1,0
1985,10,10,5,30,0,0,188561,"1,000,000",0.19,1,1
1986,10,10,4,33,0,0,388080,"1,000,000",0.39,1,0
1987,10,10,2,21,0,1,61896,"1,000,000",0.06,0,1
1988,10,10,3,36,1,0,131448,"1,000,000",0.13,1,1
1989,10,10,5,36,0,1,487337,"1,000,000",0.49,1,1
1990,10,10,5,22,0,1,151503,"1,000,000",0.15,1,1
1991,10,10,5,24,0,0,418687,"1,000,000",0.42,1,1
1992,10,10,4,25,1,0,142333,"1,000,000",0.14,1,0
1993,10,10,2,26,0,0,292687,"1,000,000",0.29,1,0
1994,10,10,3,22,0,1,53653,"1,000,000",0.05,1,0
1995,10,10,1,38,1,0,168924,"1,000,000",0.17,1,1
1996,10,10,4,35,1,0,201444,"1,000,000",0.2,1,0
1997,10,10,1,29,0,0,267395,"1,000,000",0.27,0,1
1998,10,10,2,25,1,0,455687,"1,000,000",0.46,1,1
1999,10,10,4,28,0,0,444999,"1,000,000",0.44,1,0
2000,10,10,1,23,0,1,332001,"1,000,000",0.33,0,0
2001,10,10,5,28,0,0,148711,"1,000,000",0.15,0,1
2002,10,10,3,31,0,1,459432,"1,000,000",0.46,1,1
2003,10,10,5,22,1,1,358014,"1,000,000",0.36,0,1
2004,10,10,2,22,0,0,411644,"1,000,000",0.41,0,1
2005,10,10,4,28,0,0,90452,"1,000,000",0.09,0,0
2006,10,10,2,26,0,1,203370,"1,000,000",0.2,0,0
2007,10,10,5,24,1,1,148621,"1,000,000",0.15,0,0
2008,10,10,1,28,1,1,422307,"1,000,000",0.42,1,1
2009,10,10,5,36,1,0,214079,"1,000,000",0.21,1,0
2010,10,10,3,25,0,1,396211,"1,000,000",0.4,1,0
2011,10,10,3,37,1,1,413279,"1,000,000",0.41,0,1
2012,10,10,1,20,0,1,268999,"1,000,000",0.27,0,1
2013,10,10,2,20,0,1,414520,"1,000,000",0.41,1,0
2014,10,10,4,29,1,1,410558,"1,000,000",0.41,1,0
2015,10,10,1,37,1,0,8561,"1,000,000",0.01,0,1
1955,12,10,1,33,0,0,88230,"1,000,000",0.09,1,0
1956,12,10,2,32,1,1,354445,"1,000,000",0.35,1,0
1957,12,10,3,35,1,0,190272,"1,000,000",0.19,1,1
1958,12,10,5,36,0,0,144684,"1,000,000",0.14,1,1
1959,12,10,5,28,0,1,55725,"1,000,000",0.06,0,0
1960,12,10,4,29,0,0,283236,"1,000,000",0.28,1,0
1961,12,10,2,38,0,1,398592,"1,000,000",0.4,1,0
1962,12,10,3,25,1,1,254135,"1,000,000",0.25,1,1
1963,12,10,5,35,0,0,161387,"1,000,000",0.16,0,1
1964,12,10,2,24,0,0,333863,"1,000,000",0.33,1,0
1965,12,10,2,40,1,0,398322,"1,000,000",0.4,0,1
1966,12,10,4,29,1,1,312975,"1,000,000",0.31,1,1
1967,12,10,3,28,1,1,417636,"1,000,000",0.42,1,1
1968,12,10,5,26,0,1,374936,"1,000,000",0.37,1,0
1969,12,10,3,22,1,0,242394,"1,000,000",0.24,0,1
1970,12,10,4,36,0,0,198687,"1,000,000",0.2,1,0
1971,12,10,1,24,0,0,291937,"1,000,000",0.29,1,0
1972,12,10,3,39,1,0,232064,"1,000,000",0.23,0,1
1973,12,10,3,38,1,0,479043,"1,000,000",0.48,0,0
1974,12,10,1,28,1,0,81499,"1,000,000",0.08,1,0
1975,12,10,3,40,1,0,201294,"1,000,000",0.2,0,0
1976,12,10,5,23,0,1,356497,"1,000,000",0.36,1,0
1977,12,10,4,26,0,1,22961,"1,000,000",0.02,1,0
1978,12,10,5,28,0,1,401986,"1,000,000",0.4,0,1
1979,12,10,4,20,0,1,387925,"1,000,000",0.39,1,1
1980,12,10,4,36,0,1,291077,"1,000,000",0.29,1,0
1981,12,10,1,32,1,0,439407,"1,000,000",0.44,0,1
1982,12,10,5,21,1,1,465862,"1,000,000",0.47,0,1
1983,12,10,5,21,1,1,118836,"1,000,000",0.12,1,0
1984,12,10,2,22,0,1,176025,"1,000,000",0.18,0,0
1985,12,10,5,38,1,0,330443,"1,000,000",0.33,0,1
1986,12,10,2,24,0,1,164558,"1,000,000",0.16,0,0
1987,12,10,3,24,0,0,473261,"1,000,000",0.47,1,0
1988,12,10,1,34,0,0,236666,"1,000,000",0.24,0,1
1989,12,10,3,33,0,0,54837,"1,000,000",0.05,1,0
1990,12,10,3,34,0,1,389065,"1,000,000",0.39,1,1
1991,12,10,1,33,0,0,377865,"1,000,000",0.38,0,0
1992,12,10,4,33,0,1,161450,"1,000,000",0.16,1,1
1993,12,10,2,36,1,0,32013,"1,000,000",0.03,1,0
1994,12,10,2,40,0,0,135268,"1,000,000",0.14,1,1
1995,12,10,1,36,1,1,192581,"1,000,000",0.19,0,1
1996,12,10,4,40,1,1,363479,"1,000,000",0.36,1,0
1997,12,10,3,39,1,0,467591,"1,000,000",0.47,0,0
1998,12,10,1,28,0,1,199786,"1,000,000",0.2,0,1
1999,12,10,3,27,0,0,356393,"1,000,000",0.36,0,0
2000,12,10,5,35,0,1,292937,"1,000,000",0.29,1,1
2001,12,10,1,24,1,1,159526,"1,000,000",0.16,0,1
2002,12,10,5,22,1,0,287599,"1,000,000",0.29,1,0
2003,12,10,1,21,0,1,122769,"1,000,000",0.12,1,1
2004,12,10,3,34,0,0,392838,"1,000,000",0.39,0,1
2005,12,10,3,32,0,0,169628,"1,000,000",0.17,0,0
2006,12,10,4,33,1,1,194623,"1,000,000",0.19,0,0
2007,12,10,2,39,1,1,473067,"1,000,000",0.47,0,0
2008,12,10,1,33,1,0,40551,"1,000,000",0.04,0,0
2009,12,10,5,27,1,0,341300,"1,000,000",0.34,0,1
2010,12,10,3,39,0,1,436071,"1,000,000",0.44,0,1
2011,12,10,2,39,0,0,35385,"1,000,000",0.04,1,1
2012,12,10,3,21,1,0,190132,"1,000,000",0.19,1,1
2013,12,10,1,34,0,1,341637,"1,000,000",0.34,0,0
2014,12,10,2,26,0,0,268170,"1,000,000",0.27,1,0
2015,12,10,1,25,1,0,31776,"1,000,000",0.03,0,0
1955,1,11,1,33,1,1,466079,"1,000,000",0.47,0,1
1956,1,11,2,40,0,0,453508,"1,000,000",0.45,1,1
1957,1,11,2,40,0,1,366519,"1,000,000",0.37,1,1
1958,1,11,2,33,0,0,40373,"1,000,000",0.04,1,1
1959,1,11,5,37,0,0,32556,"1,000,000",0.03,0,0
1960,1,11,4,29,1,1,316509,"1,000,000",0.32,1,1
1961,1,11,4,33,0,1,494801,"1,000,000",0.49,0,0
1962,1,11,2,33,1,0,284688,"1,000,000",0.28,1,0
1963,1,11,5,24,1,0,184025,"1,000,000",0.18,0,0
1964,1,11,4,33,1,0,354259,"1,000,000",0.35,1,0
1965,1,11,3,40,0,0,336932,"1,000,000",0.34,1,1
1966,1,11,2,38,1,0,21316,"1,000,000",0.02,0,0
1967,1,11,4,22,1,0,310238,"1,000,000",0.31,1,1
1968,1,11,5,32,1,1,486854,"1,000,000",0.49,1,1
1969,1,11,1,34,1,1,75136,"1,000,000",0.08,0,1
1970,1,11,1,29,0,1,63699,"1,000,000",0.06,1,1
1971,1,11,3,22,0,1,12779,"1,000,000",0.01,1,1
1972,1,11,5,37,1,0,160523,"1,000,000",0.16,1,1
1973,1,11,3,29,1,1,249455,"1,000,000",0.25,0,0
1974,1,11,1,27,0,0,23347,"1,000,000",0.02,1,1
1975,1,11,5,35,0,1,5904,"1,000,000",0.01,1,1
1976,1,11,5,20,0,1,424692,"1,000,000",0.42,1,0
1977,1,11,3,31,1,0,297437,"1,000,000",0.3,0,0
1978,1,11,4,38,0,0,454254,"1,000,000",0.45,0,0
1979,1,11,3,23,1,1,152443,"1,000,000",0.15,1,1
1980,1,11,5,35,0,0,466573,"1,000,000",0.47,1,1
1981,1,11,5,24,0,1,294442,"1,000,000",0.29,0,0
1982,1,11,2,27,0,1,421313,"1,000,000",0.42,1,0
1983,1,11,1,29,0,1,70729,"1,000,000",0.07,0,0
1984,1,11,4,27,0,0,32227,"1,000,000",0.03,0,0
1985,1,11,1,27,0,0,288787,"1,000,000",0.29,1,1
1986,1,11,3,35,0,1,497035,"1,000,000",0.5,1,1
1987,1,11,2,22,0,1,136562,"1,000,000",0.14,0,1
1988,1,11,5,26,1,0,1718,"1,000,000",0,0,1
1989,1,11,1,33,1,0,61803,"1,000,000",0.06,1,1
1990,1,11,2,27,0,1,126824,"1,000,000",0.13,0,1
1991,1,11,5,20,1,1,438301,"1,000,000",0.44,0,1
1992,1,11,4,23,1,0,202180,"1,000,000",0.2,0,0
1993,1,11,1,24,0,0,300877,"1,000,000",0.3,1,0
1994,1,11,2,31,0,0,212020,"1,000,000",0.21,0,0
1995,1,11,5,40,1,1,406075,"1,000,000",0.41,1,1
1996,1,11,1,39,0,1,18221,"1,000,000",0.02,0,0
1997,1,11,2,30,1,0,316680,"1,000,000",0.32,1,1
1998,1,11,4,21,0,1,432411,"1,000,000",0.43,0,1
1999,1,11,5,30,0,0,123044,"1,000,000",0.12,1,0
2000,1,11,5,20,1,0,434736,"1,000,000",0.43,0,1
2001,1,11,1,33,0,0,270022,"1,000,000",0.27,1,1
2002,1,11,3,26,1,0,224710,"1,000,000",0.22,1,1
2003,1,11,5,28,1,0,150870,"1,000,000",0.15,1,1
2004,1,11,1,37,0,1,77571,"1,000,000",0.08,1,0
2005,1,11,2,24,1,1,381066,"1,000,000",0.38,1,0
2006,1,11,1,20,1,1,484191,"1,000,000",0.48,1,1
2007,1,11,4,29,0,0,327134,"1,000,000",0.33,1,1
2008,1,11,3,40,1,0,251068,"1,000,000",0.25,0,1
2009,1,11,4,38,1,0,329211,"1,000,000",0.33,0,0
2010,1,11,2,28,1,0,272897,"1,000,000",0.27,1,1
2011,1,11,2,23,1,0,48363,"1,000,000",0.05,1,0
2012,1,11,4,21,0,0,328144,"1,000,000",0.33,0,0
2013,1,11,1,26,0,0,370696,"1,000,000",0.37,0,0
2014,1,11,4,26,1,0,179762,"1,000,000",0.18,0,0
2015,1,11,1,20,0,0,51355,"1,000,000",0.05,0,0
2016,1,11,4,27,1,0,274936,"1,000,000",0.27,0,1
1955,2,11,5,27,1,1,232340,"1,000,000",0.23,0,0
1956,2,11,4,35,0,1,177097,"1,000,000",0.18,0,0
1957,2,11,5,25,0,0,460805,"1,000,000",0.46,0,1
1958,2,11,5,25,0,1,235520,"1,000,000",0.24,1,1
1959,2,11,4,33,1,0,15802,"1,000,000",0.02,0,1
1960,2,11,5,20,0,1,28895,"1,000,000",0.03,0,1
1961,2,11,2,27,1,0,27633,"1,000,000",0.03,1,0
1962,2,11,3,39,1,0,458780,"1,000,000",0.46,1,1
1963,2,11,2,21,1,0,173297,"1,000,000",0.17,0,1
1964,2,11,2,28,1,0,217106,"1,000,000",0.22,1,0
1965,2,11,2,29,1,0,41048,"1,000,000",0.04,1,0
1966,2,11,2,35,0,0,395608,"1,000,000",0.4,1,0
1967,2,11,5,24,0,1,347247,"1,000,000",0.35,1,1
1968,2,11,5,20,1,0,322781,"1,000,000",0.32,1,0
1969,2,11,4,24,1,1,25206,"1,000,000",0.03,1,1
1970,2,11,5,33,1,0,296000,"1,000,000",0.3,1,0
1971,2,11,4,21,1,1,389808,"1,000,000",0.39,1,0
1972,2,11,4,38,0,0,364603,"1,000,000",0.36,1,0
1973,2,11,1,26,0,0,229601,"1,000,000",0.23,0,1
1974,2,11,2,37,1,1,110785,"1,000,000",0.11,1,0
1975,2,11,2,40,1,0,440997,"1,000,000",0.44,1,0
1976,2,11,5,23,1,1,139094,"1,000,000",0.14,0,0
1977,2,11,2,37,1,1,41976,"1,000,000",0.04,1,0
1978,2,11,1,32,1,1,254941,"1,000,000",0.25,1,0
1979,2,11,4,36,1,0,216116,"1,000,000",0.22,0,1
1980,2,11,4,24,0,0,197076,"1,000,000",0.2,0,0
1981,2,11,5,29,0,1,177850,"1,000,000",0.18,1,0
1982,2,11,1,27,0,0,319904,"1,000,000",0.32,1,0
1983,2,11,5,34,1,0,458857,"1,000,000",0.46,1,1
1984,2,11,2,23,0,0,190228,"1,000,000",0.19,1,1
1985,2,11,3,27,0,1,51476,"1,000,000",0.05,0,0
1986,2,11,5,35,0,0,139284,"1,000,000",0.14,1,0
1987,2,11,1,27,0,1,418530,"1,000,000",0.42,1,0
1988,2,11,2,22,0,1,188670,"1,000,000",0.19,1,0
1989,2,11,1,22,1,0,334338,"1,000,000",0.33,1,1
1990,2,11,3,28,1,1,379537,"1,000,000",0.38,1,1
1991,2,11,2,29,0,0,213614,"1,000,000",0.21,0,0
1992,2,11,3,25,1,0,235618,"1,000,000",0.24,0,0
1993,2,11,3,37,1,0,498756,"1,000,000",0.5,0,1
1994,2,11,5,20,0,1,271617,"1,000,000",0.27,0,1
1995,2,11,5,39,1,0,308453,"1,000,000",0.31,1,1
1996,2,11,5,35,1,0,223457,"1,000,000",0.22,0,1
1997,2,11,5,37,1,0,91406,"1,000,000",0.09,1,1
1998,2,11,1,25,0,1,358219,"1,000,000",0.36,1,0
1999,2,11,4,27,1,1,394749,"1,000,000",0.39,0,1
2000,2,11,4,31,0,0,258564,"1,000,000",0.26,0,0
2001,2,11,2,30,0,1,403659,"1,000,000",0.4,0,1
2002,2,11,5,30,0,1,319880,"1,000,000",0.32,0,0
2003,2,11,1,35,0,0,469865,"1,000,000",0.47,1,0
2004,2,11,1,24,1,1,171130,"1,000,000",0.17,0,1
2005,2,11,1,30,1,0,187564,"1,000,000",0.19,0,1
2006,2,11,1,21,0,1,119872,"1,000,000",0.12,0,1
2007,2,11,3,25,0,1,339966,"1,000,000",0.34,0,0
2008,2,11,5,20,1,0,296667,"1,000,000",0.3,0,0
2009,2,11,4,30,0,1,330842,"1,000,000",0.33,0,1
2010,2,11,5,36,1,0,323559,"1,000,000",0.32,1,1
2011,2,11,2,40,0,0,233467,"1,000,000",0.23,0,1
2012,2,11,4,40,1,1,393248,"1,000,000",0.39,1,0
2013,2,11,1,33,0,0,112173,"1,000,000",0.11,0,1
2014,2,11,2,26,1,0,403348,"1,000,000",0.4,1,0
2015,2,11,3,30,1,0,279399,"1,000,000",0.28,1,1
2016,2,11,4,25,1,0,2110,"1,000,000",0,1,1
1955,3,11,2,26,0,0,8167,"1,000,000",0.01,0,1
1956,3,11,2,27,0,1,303342,"1,000,000",0.3,0,0
1957,3,11,4,23,0,0,18058,"1,000,000",0.02,0,1
1958,3,11,4,40,1,0,187251,"1,000,000",0.19,1,1
1959,3,11,5,25,1,1,84624,"1,000,000",0.08,0,0
1960,3,11,1,30,1,0,45826,"1,000,000",0.05,1,1
1961,3,11,1,33,0,0,55613,"1,000,000",0.06,0,1
1962,3,11,3,35,0,1,358438,"1,000,000",0.36,0,0
1963,3,11,3,29,1,1,160067,"1,000,000",0.16,0,0
1964,3,11,3,20,0,1,211802,"1,000,000",0.21,1,1
1965,3,11,4,33,0,1,187262,"1,000,000",0.19,0,1
1966,3,11,3,32,0,1,233932,"1,000,000",0.23,0,1
1967,3,11,2,39,0,1,301462,"1,000,000",0.3,1,1
1968,3,11,4,31,0,1,126263,"1,000,000",0.13,1,0
1969,3,11,1,39,0,0,125531,"1,000,000",0.13,0,0
1970,3,11,3,29,1,0,311588,"1,000,000",0.31,1,0
1971,3,11,4,31,1,1,281152,"1,000,000",0.28,0,0
1972,3,11,5,20,0,1,429544,"1,000,000",0.43,1,0
1973,3,11,5,29,1,0,237130,"1,000,000",0.24,1,1
1974,3,11,3,22,0,1,212104,"1,000,000",0.21,1,1
1975,3,11,2,32,1,0,168609,"1,000,000",0.17,1,1
1976,3,11,5,40,1,1,300873,"1,000,000",0.3,1,0
1977,3,11,5,28,1,1,48230,"1,000,000",0.05,1,1
1978,3,11,4,27,1,0,110768,"1,000,000",0.11,0,0
1979,3,11,4,40,1,0,20586,"1,000,000",0.02,1,0
1980,3,11,4,34,1,1,260793,"1,000,000",0.26,1,1
1981,3,11,5,26,1,0,217750,"1,000,000",0.22,0,1
1982,3,11,2,27,1,1,54961,"1,000,000",0.05,1,0
1983,3,11,5,27,1,0,252645,"1,000,000",0.25,0,1
1984,3,11,3,23,1,0,430853,"1,000,000",0.43,0,0
1985,3,11,4,38,1,0,202702,"1,000,000",0.2,1,1
1986,3,11,5,26,0,0,162756,"1,000,000",0.16,1,1
1987,3,11,3,29,0,1,44341,"1,000,000",0.04,1,1
1988,3,11,4,21,1,0,221134,"1,000,000",0.22,1,1
1989,3,11,2,34,0,1,174717,"1,000,000",0.17,1,1
1990,3,11,4,37,0,1,88072,"1,000,000",0.09,0,1
1991,3,11,3,36,0,1,186361,"1,000,000",0.19,0,1
1992,3,11,2,32,0,0,311255,"1,000,000",0.31,0,1
1993,3,11,1,31,0,0,308439,"1,000,000",0.31,1,0
1994,3,11,2,35,0,1,254670,"1,000,000",0.25,0,0
1995,3,11,5,26,0,1,194908,"1,000,000",0.19,1,1
1996,3,11,2,24,1,0,266680,"1,000,000",0.27,1,0
1997,3,11,2,36,0,1,232154,"1,000,000",0.23,1,1
1998,3,11,4,28,1,0,337690,"1,000,000",0.34,1,0
1999,3,11,1,29,1,1,345359,"1,000,000",0.35,0,0
2000,3,11,2,21,0,1,378303,"1,000,000",0.38,0,1
2001,3,11,5,22,0,0,341018,"1,000,000",0.34,1,1
2002,3,11,3,26,0,1,297792,"1,000,000",0.3,0,0
2003,3,11,5,38,0,1,143360,"1,000,000",0.14,0,0
2004,3,11,3,40,1,0,338725,"1,000,000",0.34,0,1
2005,3,11,1,35,0,1,337976,"1,000,000",0.34,1,1
2006,3,11,5,33,0,0,342060,"1,000,000",0.34,1,1
2007,3,11,5,25,0,1,224810,"1,000,000",0.22,1,1
2008,3,11,3,34,1,0,434836,"1,000,000",0.43,1,0
2009,3,11,1,29,0,1,139325,"1,000,000",0.14,1,1
2010,3,11,4,28,1,1,105558,"1,000,000",0.11,1,1
2011,3,11,5,34,1,0,213226,"1,000,000",0.21,1,1
2012,3,11,5,28,0,0,174863,"1,000,000",0.17,1,1
2013,3,11,1,32,1,1,348566,"1,000,000",0.35,1,1
2014,3,11,5,37,1,1,436819,"1,000,000",0.44,1,1
2015,3,11,5,21,1,0,458753,"1,000,000",0.46,0,0
2016,3,11,3,22,1,1,475144,"1,000,000",0.48,0,1
1955,4,11,4,28,1,0,232201,"1,000,000",0.23,0,0
1956,4,11,2,29,0,1,84528,"1,000,000",0.08,1,0
1957,4,11,4,22,1,0,319672,"1,000,000",0.32,1,0
1958,4,11,3,33,1,1,404261,"1,000,000",0.4,0,0
1959,4,11,2,23,0,1,453933,"1,000,000",0.45,1,1
1960,4,11,4,22,1,0,417783,"1,000,000",0.42,1,1
1961,4,11,4,38,1,1,421803,"1,000,000",0.42,0,0
1962,4,11,3,25,0,0,370209,"1,000,000",0.37,1,1
1963,4,11,5,40,0,0,94689,"1,000,000",0.09,0,0
1964,4,11,3,23,1,1,348270,"1,000,000",0.35,0,1
1965,4,11,3,26,0,0,376313,"1,000,000",0.38,0,0
1966,4,11,4,26,1,0,2243,"1,000,000",0,1,0
1967,4,11,3,20,0,1,362136,"1,000,000",0.36,1,1
1968,4,11,1,24,0,1,162866,"1,000,000",0.16,0,0
1969,4,11,2,26,1,0,123786,"1,000,000",0.12,0,0
1970,4,11,4,25,0,0,102087,"1,000,000",0.1,1,1
1971,4,11,1,36,1,0,104697,"1,000,000",0.1,0,1
1972,4,11,2,39,0,0,81238,"1,000,000",0.08,0,1
1973,4,11,1,20,0,1,477292,"1,000,000",0.48,0,0
1974,4,11,1,30,0,0,112846,"1,000,000",0.11,1,1
1975,4,11,5,28,1,0,260254,"1,000,000",0.26,1,1
1976,4,11,5,33,0,1,130736,"1,000,000",0.13,1,1
1977,4,11,3,37,0,0,340474,"1,000,000",0.34,1,1
1978,4,11,1,29,0,1,143027,"1,000,000",0.14,0,0
1979,4,11,2,34,1,1,40162,"1,000,000",0.04,0,0
1980,4,11,1,34,0,1,476513,"1,000,000",0.48,0,0
1981,4,11,3,38,1,1,195495,"1,000,000",0.2,0,0
1982,4,11,2,28,1,0,313156,"1,000,000",0.31,1,0
1983,4,11,3,20,0,1,281765,"1,000,000",0.28,1,1
1984,4,11,1,30,0,0,194640,"1,000,000",0.19,1,1
1985,4,11,3,23,0,1,469763,"1,000,000",0.47,0,0
1986,4,11,5,35,1,0,103027,"1,000,000",0.1,0,0
1987,4,11,5,32,1,0,336776,"1,000,000",0.34,1,0
1988,4,11,2,33,0,0,194462,"1,000,000",0.19,1,1
1989,4,11,4,40,0,1,385413,"1,000,000",0.39,1,0
1990,4,11,1,26,0,1,175522,"1,000,000",0.18,1,1
1991,4,11,1,26,0,1,200900,"1,000,000",0.2,1,1
1992,4,11,3,31,1,0,341428,"1,000,000",0.34,1,0
1993,4,11,1,27,0,0,35071,"1,000,000",0.04,0,1
1994,4,11,3,23,1,1,264670,"1,000,000",0.26,0,1
1995,4,11,1,25,0,1,248187,"1,000,000",0.25,0,1
1996,4,11,2,20,1,1,495715,"1,000,000",0.5,0,1
1997,4,11,1,34,1,0,154252,"1,000,000",0.15,1,1
1998,4,11,5,38,0,0,35752,"1,000,000",0.04,0,1
1999,4,11,5,28,1,1,242970,"1,000,000",0.24,0,0
2000,4,11,3,35,1,1,354165,"1,000,000",0.35,1,0
2001,4,11,5,34,0,0,399603,"1,000,000",0.4,0,1
2002,4,11,1,34,1,0,353437,"1,000,000",0.35,0,0
2003,4,11,2,28,1,1,70059,"1,000,000",0.07,1,1
2004,4,11,5,39,0,0,99346,"1,000,000",0.1,0,0
2005,4,11,1,20,0,0,189393,"1,000,000",0.19,0,0
2006,4,11,5,24,0,0,293250,"1,000,000",0.29,0,0
2007,4,11,5,39,0,1,256341,"1,000,000",0.26,1,1
2008,4,11,1,35,1,1,67727,"1,000,000",0.07,1,1
2009,4,11,5,34,0,0,357613,"1,000,000",0.36,0,1
2010,4,11,2,38,1,0,99197,"1,000,000",0.1,1,0
2011,4,11,2,33,1,1,252346,"1,000,000",0.25,0,1
2012,4,11,2,28,1,1,148140,"1,000,000",0.15,1,1
2013,4,11,3,26,1,0,90510,"1,000,000",0.09,1,0
2014,4,11,2,20,1,1,144698,"1,000,000",0.14,1,0
2015,4,11,1,39,1,1,338380,"1,000,000",0.34,0,0
2016,4,11,1,29,1,0,32532,"1,000,000",0.03,1,1
1955,5,11,1,40,1,0,85247,"1,000,000",0.09,0,1
1956,5,11,4,39,1,1,156011,"1,000,000",0.16,1,1
1957,5,11,3,38,1,0,223662,"1,000,000",0.22,1,0
1958,5,11,3,28,0,1,320402,"1,000,000",0.32,1,0
1959,5,11,4,37,0,1,60648,"1,000,000",0.06,1,1
1960,5,11,1,31,1,0,422395,"1,000,000",0.42,1,1
1961,5,11,5,24,1,1,482955,"1,000,000",0.48,1,1
1962,5,11,5,32,0,1,315709,"1,000,000",0.32,0,1
1963,5,11,2,30,1,1,463340,"1,000,000",0.46,1,0
1964,5,11,3,25,0,1,180512,"1,000,000",0.18,1,0
1965,5,11,1,31,0,0,264359,"1,000,000",0.26,1,0
1966,5,11,5,34,0,0,485082,"1,000,000",0.49,0,1
1967,5,11,1,33,0,1,322815,"1,000,000",0.32,1,1
1968,5,11,4,37,1,0,105618,"1,000,000",0.11,1,0
1969,5,11,3,36,1,1,203333,"1,000,000",0.2,1,1
1970,5,11,1,20,1,0,332869,"1,000,000",0.33,0,1
1971,5,11,3,29,1,0,273185,"1,000,000",0.27,1,1
1972,5,11,5,29,1,0,142592,"1,000,000",0.14,0,1
1973,5,11,5,24,0,0,399540,"1,000,000",0.4,0,0
1974,5,11,1,36,0,1,14725,"1,000,000",0.01,0,0
